nom_grup, nom_canço, lletra
"tot-es-mentida","sempre-que-vinc","No veus que ja no es balla rock
que la gent passa molt de tot, ah sí!
Sexe, drogues i rock & roll
són com els teus tirabuixons d'ahir!
Muntatges estereotipats
mentre el món es mor de fam, ah sí!
En nom de l'autenticitat
donem l'esquena a la veritat, què sí!
Jo cridaré per últim cop
que el rock & roll està ben mort
el canviaré pel teu cor
que m'agrada més i ho dóna tot
sempre...
Rock & roll
Rock & roll
Rock & roll
Rock & roll
Els concerts fan pudor a cremat
tothom imita el seu passat, ah sí!
No quedem músics al carrer
tots preocupats a fer diners, què sí!
Hores i hores dintre el bar
amb una birra sota el nas, ah, sí!
Com volem així canviar el món
si no sortim ni ha prendre el sol, què sí!
Jo cridaré...
Sempre que vinc
sempre que vinc
sempre que vinc
sempre que vinc.
No puc mirar-te als ulls.
No puc mirar-te als ulls.
Me n'he de anar.
No, no, no, vull marxar,
però he de seguir
el meu camí."
"tot-es-mentida","si-no-em-mulles-tu","Monges que em toquen,
verges que s'obren,
nens que es despullen.
No em ve de gust.
Llençols que es taquen,
dones casades,
nines inflables.
No em ve de gust.
Nits masturbades,
vidres que tallen,
cors que es dessagnen.
No em ve de gust.
Festa pagana,
gemec que es paga,
desig que mata.
No em ve de gust.
No em ve de gust.
si no em mulles tu.
Portes tancades,
llums apagades
gats que miullen.
Si em ve de gust.
Roba penjada,
temps que se para,
llit sense manta.
Si em ve de gust.
Cossos que suen,
llavis que es busquen,
mans que s'ajunten.
Si em ve de gust.
Missa de l'alba,
dos oficiant-la,
flor consagrada.
Si em ve de gust.
Si em ve de gust.
perquè em mulles tu.
Dia, tarda, vespre,
si em ve de gust.
Sorra, bassa, cendra,
si em ve de gust.
Casa, plaça, temple,
si em ve de gust.
A la pedra, gespa, cera,
si em ve de gust."
"tot-es-mentida","tot-es-mentida","Tant se te'n dóna
que algú plori sempre que tu
et destrosses la vida.
Ho passem malament
cada cop que veiem
botella al 'bolso'
merda de porro.
Sola camines, buscant
fora teu el què tems
tan aprop que et pessiga.
Ho passem malament
cada cop que et veiem
d'acera en acera
tirada al terra.
Tot és mentida, mentida
Tot és mentida, mentida.
Tant se te'n dóna
que algú no pugui dormir si tu
et perds per nits humides.
Ho passem malament
cada cop que et veiem
al llit d'un altre
que et vol tacada.
Tot és mentida, mentida
Tot és mentida, mentida.
I tornaràs un dia, vindràs al meu costat.
M'escoltaràs un dia, t'ensenyaré a estimar.
Sola serà, deixeble fidel del blanc.
Tant se te'n dóna
que algú no pugui menjar de tant,
de tant veure't dormida.
Ho passem malament
cada cop que veiem
les cinc i mitja
no has vit ni el dia."
"som-el-99","som-el-99","[STILL ILL]
És una antiga lluita, amb nova sang i nova aura,
per fer caure el règim del 78 que avui encara instaura por,
un contenidor no pot tenir més drets que jo,
parleu de la violència i jo vull parlar del dolor.
Vull parlar d'humiliació, desnonaments, desnutrició,
de com al poble poc li aporta una altra manifestació,
una altra passejada que escasseja de ressò,
i els nazis anant de copes amb els mossos, molta sort!
La batalla del discurs ja l'hem perdut,
així no és de rebut que en el carrer expressi l'enuig la joventut,
assegut és ben sabut que no fas res,
ells ostenten el discurs però nosaltres els carrers.
On la premsa veu disturbis jo veig un crit de ràbia
d'una generació que absorbeix la humiliació per la pantalla
és clara la pancarta...
més clara és la llamborda quan la turba ja està farta.
Som el 99 i l’1% on és?
Mentre segueix el show aquí ningú diu res,
Som el 99 i l’1% on és?
Diu que demà serà nou però és la mateixa merda de sempre!
[NEIDOS]
Qui són aquesta gent que ho tenen tot?
se'ls ha vist poc, per allà on em moc.
Però tu els has triat?
Doncs perquè merdes decideixen les regles del joc?
I qui és l'amo del sostre, de l'aigua o de la llum,
si tu no te'n surts i t’endús l'ensurt
a final de mes, ja no et queda res
algú s’enriqueix, i aquest crec que no ets tu.
Empresaris i partits es fan rics al marge,
qui d’aquí n’està fart ja?
Et pensaves que votaves, però això qui ho decideix?
Podríem apartar-nos per deixar-los caure.
Posen polis per protegir beneficis
però aquí hi ha algú que altre que està arribant al desquici,
ni ho dubtis, (seguim junts) no ens jutgis,
doncs qui sembra repressió sol recollir disturbis.
Som el 99 i l’1% on és?
Mentre segueix el show aquí ningú diu res,
Som el 99 i l’1% on és?
Diu que demà serà nou però és la mateixa merda de sempre!
[MICROBIO]
Per què son escasses les feres? Per on estan? Per quines esferes?
Per què quan entro al banc em sento una gasela i quan veig un poli el pols se m’accelera?
Som 99 però se sent la processó. El procés i la presó, el ressò, l’enrenou.
L’espessor es fa patent, la pudor a fems, a porc. Com ho fem doncs? Com sinó?
1,2,3... 1312, no ho sé, doncs fem-ho gros. Si ho fem, doncs fem-ho bé, si ofèn, fotem-hi foc.
És l’1% que mai en té prou però està present el 99.
Menteix la premsa d’ençà que ens van vèncer. Lluita, pensa, avança, autodefensa.
Mentrestant s’estan matant hi ha un texà blanc disparant a un negre.
Tocs de queda i desnonaments, aneu a la merda, mateu als pobres.
Clar que està clara la llamborda. Els disturbis, la veu del poble.
Som el 99 i l’1% on és? (...)"
"issim","de-sol-a-sol","Hi ha matins que són com nits
I hi ha nits que surt el sol
Vull creuar amb tu els meus dits
Per si avui la sort ens vol
Quan estic amb tu el temps s'empassa
Tot aquest espai que ara ens abraça
Vine cap aquí, fes-ho per mi
Que aquest nou camí ens marqui les passes
I girarem, girarem,
girarem com el món.
Fes la revolta amb mi,
avui no et quedis sol.
I girarem, girarem,
girarem  com el món.
Desperta aquesta nit
i serem un de sol.
El temps ara no importa
Quan el que tens no pesa
I obrint-te les meves portes
Noto ingravidesa
Si em mires no tinc roba
Però em robes la vergonya
Despulla'm els sentits
que ens vestirem d'eufòria
De sol a sol
Vivim de sol a sol"
"issim","el-nom-del-porc","Avui reivindico amb força
un mamífer molt nostrat,
del que sempre se'n fa mofa
que sempre ha estat criticat.
Però la gent molts cops s'oblida
de la seva gran bondat,
quan el poble passa gana,
cap al forn va degollat!
Se celebra una gran festa
Tothom hi està convidat!
Fins i tot la tia Pepa
que hi té un tros d'assegurat!
I és que un bon porc ibèric
és una celebritat.
Deliciós des de les potes
fins als seus llards confitats.
Que ja n'hi ha prou d'aquest color
Ningú ens dóna la raó
Ja n'hi ha prou d'aquesta olor
Un porc sempre crea enveges,
li surten competidors.
Aquests no valen la pena,
són uns mals imitadors.
Són uns porcs de bona vida,
un grup ja massa nombrós.
Tenen les butxaques plenes
i es vesteixen de senyors.
Cal tornar als nostres orígens,
ser fidels a les tradicions,
fer botifarres en família
i que el forner ens faci els llardons.
Que si un pernil ibèric,
que si llangonissa de Vic...
Una amanida catalana
ha de portar bon embotit!"
"issim","et-regalo","No som res sense petons,
Com camisa sens botons
Com un conte sense història
Com la història sense els dos.
Moments en llista d'espera
Caducant a la nevera,
I desitjos en glaçons
Que ens desfan les Il·lusions.
Però quan sonin les campanes
De les dotze al teu costat,
Mentre el món es fa promeses
Jo t'agafo de la mà.
Que aquest any que avui comença
Sé que amb tu serà millor,
Que aquest any que avui comença
vull que et quedis al meu món.
Et regalo el meu somriure
Que ha nascut dels teus petons
I a la nit quan tot ja dormi
Embolica'm de colors.
Et regalo el meu somriure
Que ha nascut dels teus petons
I a la nit quan tot ja dormi
Embolica'm de cançons.
Un mitjó sense parella
Una carta sense obrir.
Com les coses de la vida
Que han sigut sense existir.
Que les pors ens donin força
Que aprenguem de cada error.
Fer i desfer per tornar a fer-nos,
Fer i desfer fent-nos l'amor.
Però quan sonin les campanes
De les dotze al teu costat,
Mentre el món es fa promeses
Jo t'agafo de la mà.
Que aquest any que avui comença
Sé que amb tu serà millor,
Que aquest any que avui comença
vull que et quedis al meu món."
"issim","jugar-a-ser-ninos","Dicen los sabios que el tiempo todo lo cambia
Y es verdad pues antes soñábamos un futuro mejor.
Y a la vuelta de la esquina hay grabado en tinta china
'No dejes para mañana lo que puedas hacer hoy'.
Entre nubes y cometas alzaremos la esperanza,
Y el viento la convertirá en danza.
Juntos atesoraremos la amistad y los amores,
Todo para alimentar las ilusiones.
Jugaremos a ser mayores
Jugaremos a ser mejores
Y con la risa pintaremos
Carcajadas de colores
Quiero ser un libro abierto aunque todo quede escrito
Y voy a pasar de página hoy mismo
Yo no quiero siete vidas para curar las mentiras
Solo quiero ver a un niño en mis líneas.
Y jugar a ser niños
Y pisar de cuatro pies cuando de lo alto caiga
Y jugar a ser niños
Y jugar al veo-veo cuando ya no veo nada
Y jugar a ser niños
Y me cures con caricias cuando surjan las heridas
Y jugar a ser niños
Y si no cura hoy curará mañana"
"issim","la-lletra","Sun llegit la teva lletra prop de l'ampolla de rom
Una lletra amb grosses lletres com les de l'ampolla de rom
Me fa plaer que siguis contenta i que t'hagis trobat un job
Les cigaretes a la menta te permetran de tenir el cop
Ja ho sé que encara sem joves i que hi ha pas res de perdut
Te pintaràs un poc els morros, te vestiràs un poc més curt
Sun acabat la teva lletra prop de l'ampolla de rom
I sun esquixat l'etiqueta ja que hi havia pas pus rom
Si vols me podes tornar escriure
Aquesta tarda iré al Portus
Sense el meu veire puc pas viure
Sense te veure sun gelós
Punpun"
"issim","levanta-el-fuego","Levanta el fuego
Que suba y prenda la llama
Adrenalina y candela
Para el que ama
Quema la arena, se nos hunde la huella
de los pies y camina hacia atrás.
Rompe madera, se ve la humareda
Y el humo no deja mirar.
Y sacudiendo la pena, la trampa se cae
Vive y deja pasar.
Escudo de piel y hueso,
desierto despierto que arranca a gritar.
The silence is over
Listening to each other
It's easy to understand
Juntos descalzos
Haremos caminos
Que ayuden a avanzar
Alors on danse
Même dans la distance
On peut se sentir ensemble
I cremarem la injustícia
Amb foc d'il·lusió
Que obre pas al cantar
Levanta tu fuego, enciende tu llama,
Lo malo se quema cuando el tiempo pasa.
Levanta cabeza, te toca ganar,
El suelo se mira solo al levantar.
Ponte de pie, aviva tu llama,
Donde ha habido fuego siempre quedan brasas
Camina erguido, el puño hacia arriba,
Construye tú mismo tu propia salida.
Escápate hoy de este frio invernal
La vida te brinda un sueño real
Un sueño con lucha que vas a luchar,
Un sueño con lucha que vas a ganar"
"issim","linformatic","Tu sempre anaves a les millors festes,
M'hi arrossegaves amb dolces promeses.
Que si alcohol gratis i mil-i-una dones,
Però al final tot resultaven troles.
Festa de mascles amb vi de nivell,
Del que et desperta xafant-te el cervell.
Tu ho vibraves sent l'amo de la nit,
Però a l'acabar cadascú sol al seu llit.
Tu u u, eres el terror dels bars
I jo o o o, jo t'hi acompanyava
Resignat, sense remei,
Per no quedar-me tot tirat
I abandonat en el meu àtic.
Millor sortir amb el meu amic l'informàtic.
Quan tu ballaves ho feies convençut,
T'ho preparaves a casa amb el Youtube.
I així tu et creies el rei de la pista,
Però realment feies mal a la vista.
Jo mentrestant per oblidar aquelles escenes,
'Nava a la barra demanant gots a desenes.
Així em gastava el meu trist sou en vi,
I fou llavors que ella es va fixar en mi.
Mentre seguies fent la teva acrobàcia,
la gent temia rebre algun cop de gràcia.
I la cambrera veient aquell desastre,
Se'm va emportar sense deixar ni rastre.
Aquelles farres ja m'han quedat enrere,
Però jo segueixo amb aquella cambrera.
I malgrat tingui d'ell un record traumàtic,
Trobo a faltar el meu amic l'informàtic."
"issim","mexalta-el-nou","Sóc les persones que he viscut,
Els camins que enceto i els que he perdut.
Sóc les olors i també els ulls,
Les intencions del que esculls.
I en tot allò que vols hi ha el demà,
I en tot allò que culls hi ha el passat.
I es que avui som i serem,
però hem sigut el que hem estat.
I es que avui continuarem,
El que algú ja ha començat.
M'exalta el nou
I m'enamora el vell
M'exalta el nou
I capgiro el temps
M'exalta el nou
I aturo aquest moment
Maridarem els cors
I junts serem eterns
Som el que som i no només el que mostrem
Som el record i la petjada en l'univers.
I venim d'enlloc però hem après.
Que les cicatrius fan ser qui ets.
I es que avui som i serem,
però hem sigut el que hem estat.
I es que avui continuarem,
El que algú ja ha començat.
Si tots som néts de la guerra
junts voldríem avançar
Lluitarem amb la memòria
Per crear el nostre llegat
Si tot té un final,
tu avui ets etern."
"issim","per-si-de-cas","Aquesta nit sento un neguit
una fiblada que em recorre el cos.
He passejat per alguns records i emocions
que tu i jo havíem sentit.
Darrerament he restat dret
Vivint la vida apassionadament
I finalment he descobert
la teva mirada sota un estel.
Per si de cas aquesta nit
la malenconia passés d'amagat
surant pels mars del teu oblit
sóc aquell somriure que no tornarà.
Navegaré rumb a l'infinit
fins a arribar a una platja perduda
que m'allunyi de tu
i em redreci el seny.
Darrerament he restat dret
vivint la vida apassionadament,
i finalment he descobert
en la teva mirada
com creixia el teu anhel
Per si de cas aquesta nit
la malenconia passés d'amagat
surant pels mars del teu oblit
seré el somriure que et retornarà.
Navegarem rumb a l'infinit
fins a arribar a una platja perduda
que m'apropi a tu
i ens redreci el seny
Aquesta nit
Aquesta nit
Per si de cas,
la nit ens obre pas
llençaré una última oportunitat
que ens apropi al present i allunyi aquest comiat
Per si de cas aquesta nit"
"issim","vacances","Sigui el que sigui el que ens espera
Sigui el que sigui vinc darrere
Sonant com l'instint a cau d'orella
Per cantar-te una drecera.
I si als ulls se't fa fosc,
t'ho posaré fàcil
si no vols estar sol,
crida i vindré ràpid.
Perquè en qualsevol moment
Puc cantar-te una cançó
I fugirem els dos junts a un lloc millor
Farem que sempre siguin vacances
Farem que ho puguis aturar tot
i farem lloc a l'esperança
Retrobant-nos amb tothom
Farem que sempre siguin vacances
Farem que aturis quan tot es mou
I farem lloc  a l'esperança
Retrobant-nos amb tothom
Per totes les nits de revetlla
Per un desig a cada estrella
Perduts en el temps i sense guió
Farem que cada dia sigui el millor
Per totes les platges desertes
Per fer allà on anem sempre el boig
Sigui el que sigui cantarem junts les penes
Sigui el que sigui cal que ho fem ben fort."
"issim","wopepopiero","He maquillat l'univers
L'he convertit en cançó
He despullat un amor
He imaginat un món millor
He anat a contracorrent
He relliscat sense por
Miro de no perdre el temps
Miro de ser com jo sóc
És així quan em miro al mirall
on s'hi reflexa la llum del sol,
i te'n adones que no estàs sol.
Hi ha temps per viure i somiar
en un matí ple de perfums.
Regaré el jardí de l'enyorança
podant les flors de l'esperança,
de creure en tu mateix...
He maquillat el destí
L'he convertit en cançó
He despullat els colors
He imaginat que tu també pots
He anat guanyant i perdent
He relliscat fins al fons
Miro de no entre res
Miro de ser com jo sóc
I es així quan em miro al mirall
on no es reflexa la llum del sol,
si te'n adones que no estàs sol
hi ha temps per viure i poder somiar
en una nit plena de llums.
Navegant pels mars de l'abundància
sense fer cas a la ignorància,
del que no creu en si mateix.
És així quan em miro al mirall
on s'hi reflexa la llum del sol
I te'n adones que no estàs sol.
Hi ha temps per viure i somiar
en una nit plena de llums.
He maquillat l'univers."
"obert","aixo-te-sabor","Companys, companyes,
ja és aquí, ja ha arribat
9Son descarrega el seu fruït
que tumba la rumba i ventila la nit.
Companys, companyes,
9Son ja ha arribat
Per gaudir sense fronteres
que aquí tots som germans.
Caminant!
Per avançar sensecrosses,
Caminant!
Sabent que no tot són roses,
Caminant!
I abandonant cada cosa,
que per vici o desfici carreguem a la bossa.
Caminant!
Per despertar cada dia,
Caminant!
I compartir l'alegria,
Caminant!
Intentant des de la paciència fer,
la revolució de la consciència.
Venim del nord venim del sud,
de terra endins de mar enllà.
Tots tenim la sang mestissa no ho hem d'oblidar.
Barcelona, Caracas, Blanes i Premià,
tot això són pobles que em fan sentir català
I obrim un nou cicle en la música actual,
Cuba i Catalunya unió territorial.
Mestissatge, barreja, rom amb pacharan
9Son t'ho porta no saben com s'ho fan.
Malecón, Passeo del Prado, Castillito Marianao
Barri de gràcia, Horta  to'mesclao to'mesclao
Això té sabor!
Això sí que té sabor!
Això sí que té sabor a 9Son!
Això sí que té sabor a son!"
"obert","avui-tot-esta-per-fer","Una paraula vestida de dol
el poble la crida  qui mana no ho vol.
Crema la pell,
suor al carrer,
avui tot està per fer.
Mai la consciència havia estat tan clau
per fer-nos lliures i no esclaus.
Unint els cervells,
unint els budells,
avui tot està per fer.
Ara perquè volem
Ara perquè podem
Ara decidirem
Avui tot està per fer
Ara que han retallat fins i tot els pantalons
Ja no ens queda tela per tapar-nos els ...
Coloms, rates, xoriços us volem advertir
Que al despullat només li queda tornar-se a vestir."
"obert","corason","Ai doctor quin mal fa
Quan el cor no va al meu ritme
Ai doctor curi'm ja
No crec que ho pugui suportar
Des de ben petit que estic fotut
Tinc el cor espremut
El múscul no em bombeja
I la sang se m'ha eixut
El metge m'enterrà fa temps
'Arítmia al cor és el que tens
Cafè tabac alcohol i estrès
T'han fet que el cor et fallés'
Però en un concert de 9Son,
La Rumba em va arribar al cor
La Salsa que allí sonava
Em féu fugir de la mort
Així jo ja m'he guarit
I el metge acollonit
'potser que en comptes d'aspirines
Recepti 9Son tots els dies'
9Son i el teu cor funciona amb màxima energia
9Son i la vida es només plena d'alegria."
"obert","crit-entropic","Sent el cor, deixa't portar
El ritme és teu, ningú te'l prendrà
Sent el cor, deixa't portar
El ritme és teu, ningú te'l prendrà
Gaudim del moment, o s'ho endurà d'un cop el vent
Tan barrinar i tan pensar, ai mareta! T'acabaràs perdent
I amb un cop d'humor sonarà tot molt millor
Així que porta'm la ratafia i veuràs quina alegria!
Que volem creure estimant, que la vida és vivible
I cridarem entròpicament perquè ho senti tota la gent
Que volem creure estimant, que la vida és vivible
I cridarem entròpicament perquè ho senti tota la gent
Vine aquí, ben apropet,
tanca els ulls que jo et descordo el botonet
i la lluna vindrà per espiar
la màgia d'un somni que just acaba de començar
Tu sabes que yo no soy una cualquiera
Tengo mi rumbo y tengo mi manera
Sé lo que quiero y lo que espero
así que ven a mi, así
Yo solo quiero que tu me sorprendas
Que me rompas las prendas y me invites a bailar
Este son sabrosón que te traigo vacilón
con 9son"
"obert","els-mil-paisatges","He caminat pel camí dels mil paisatges
Amb la impaciència d'aquell que mai no espera
Àgil de ment, nòmada de tot equipatge
He aixecat molta pols però
la pols m'ha quedat enrere.
Veia l'astúcia de comediants, però no reia
Veia indecència dels gegants, però no feia
res per aturar el meu caminar
atònit pel destí que deixava escapar
enrere
Però ara ja prou!
Ara ja paro!
ara m'aturo a olorar la pols que alço
Que vull tastar cada paraula que jo canto
Sentint l'arruga que dibuixa el meu llavi quan somriu
Demostrant que avui per fi he estat viu
Ara descobriré lentament sense pressa els colors
Els degustaré amb paciència, però també amb fervor
Ara em resguardaré, amb l'escalfor latent del meu present
Que no es mou, amb el vaivé del vent.
Però ara ja prou!
Ara ja paro!
ara m'aturo a olorar la pols que alço
Que vull tastar cada paraula que jo canto
Sentint l'arruga que dibuixa el meu llavi quan somriu
Demostrant que avui per fi he estat viu"
"obert","entra-i-passa","Vola,
Enlaira't fins al punt més alt,
Que quan arribis a dalt veuràs
Tota persona és igual
Al centre de Catalunya hi ha un racó
On el sol il·lumina amb energia
On l'horitzó sempre és horitzó
Al bell mig hi creix una masia
Envoltada de precipicis
On només hi entra qui té fantasia
Entra i passa,
Queda't en aquesta casa
Sentint el goig de viure
I no el jou de sobreviure
Per entrar-hi no cal anar ben vestit
Ni papers que t'obrin la porta
Aquí hi trobaràs abric
Tu entra parla i escolta
Que amb la veu clara i ben forta
Ens vestirem d'un gran somriure
I arreu s'escoltarà el missatge
De viure i deixar viure
Entra i passa,
Queda't en aquesta casa
Sentint el goig de viure
I no el jou de sobreviure
S'accepten a grans i petits
A tothom que vulgui entrar
No ens importa d'on veniu
Simplement que sapigueu volar
Volar per imaginar
Una vida plena de fantasia
Volar per poder trobar
La dolçor del dia a dia
Volar per imaginar
Una vida plena de fantasia
Volar per poder trobar
Entra i passa queda't en aquesta casa"
"obert","enxaneta","Amb força, enfila lluny, portadora,
de  cultura i tradició
d'una terra que avança sense por
Amb força, enfila lluny, portadora,
de la història incandescent
De les places preses per la gent
Neixes de la força i energia de mil mans
Faixa i mocador per superar
el perill d'entrebancar sabent bé
Que s'enfila amb tu l'essència de la unió feta poder.
Però tu creixes, però tu puges i ho fas amb tot coratge
I t'eleves i empunyes el que és el nostre missatge
Que avui som el que tenim i junts serem gegants
Que tenim tot el que ens queda ben guardat entre les mans
I quan arribis al nivell del balcó
I observis els nostres pobles i ciutats
Mira'ls, i serà només el teu petó
La dolça imatge de la nostra llibertat
Amb força, enfila lluny, portadora,
de  cultura i tradició
d'una terra que avança sense por
Amb força, enfila lluny, portadora,
de la història incandescent
De les places preses per la gent
Enxaneta petita enxaneta
Puja! Puja! Que la pinya t'aguanta dreta!"
"obert","lliure","Vaig néixer en un indret
Amb aires del mediterrani
Laietans, Cartaginesos i  grecs
Oblidats per  l'art romànic.
Pobles bàrbars a l'ull del foraster
Terra de pins, alzina i llorer
Qui camina sobre aquestes pedres
Descobreix una cultura que creix
i emergeix passiva amb el pas dels anys
Es troba captiva en els esborranys
De la lluna que guaita i decideix
Quan el sol es pon o quan neix
Dins ses muralles l'home rau
Es defensa quan s'escau
No tenen por de somiar
Els que dormen a palau
No tenen por de plorar
Els que viuen com un esclau
Sumant llàgrimes per la pau
I ara som els hereus
de ferides mal tancades
que contagien ja l'anhel
de començar a afinar les nostres veus
i així alçar aquest crit al cel
Perquè jo vull ser lliure, lliure de tota mentida
Viure una vida podrida que no ens deixa ser com som
Potser ja és el moment, d'abandonar aquest vaixell
I anar cap unes aigües, siguin netes
Siguin clares, aigües tèrboles res més
Cultura viva en expansió
Ni les trampes, ni les pors faran que sonin els canons
De la rendició..."
"obert","no-hay-mal-que-cien-anos-dure","Venimos de tierra de fuego y de viento y de mar
de tierra de ancestros
Ahora siente y recuerda la vida al pisar
y sal con la luna a bailar
Ritmo de calle, ritmo de cuna de río y de barro que vuelve a manchar
Ritmo que rompe el silencio entre eco y eco de tu palpitar
Y ahora nos mueve el vaivén
de este viento caliente
El ritmo hipnotiza la piel
bailando entre la gente
Y el imán de mi ombligo
me arrastra contigo
Corsarios seremos si juntos queremos que hoy no falte abrigo
No hay mal que cien años dure ni cuerpo que lo resista
Esta noche seremos piratas en llamas gritando tierra a la vista
No hay mal que cien años dure ni cuerpo que lo resista
Esta noche seremos piratas en llamas gritando tierra a la vista
Déjate caer, entrégate al placer,
rumbo a la raíz para poder volver
pachamama vuelvo a creer
en un sitio en el que crecer
donde el agua corra y nos moje
y nos dé de beber
Y ahora nos mueve el vaivén de este viento caliente
El ritmo hipnotiza la piel bailando entre la gente
Y el imán de mi ombligo me arrastra contigo
Corsarios seremos si juntos queremos que hoy no falte abrigo"
"obert","rumba-de-colors","Avui fa un dia bonic
D'un blau com els ulls del mar
Un marc d'estels de colors
On la gent no té por
L'alegria ens omple el cor
Quina pell es la millor
D'una gent que no fa mal
Passejant carrer a vall
Hi ha qui munta a cavall
Hi ha qui parla de dolor
Es el mal que m'entra a mi
Veure que no es divertit
Com ningú comprèn ningú
Diversitat es il·lusió
En un país que no té nom
Si vens del sud em dones calor, calor calor
Aquesta rumba es de colors, colors colors
Si vens del Nord pensaries millor, que no que no
La rumba porta mil colors, colors colors
No posis cap frontera això no és bo, al horitzó al horitzó
Veig aquesta rumba de colors i jo la canto per tot el mon!
Salam aleikum, Nanga def és la rumba de colors
Namaste, shukram dieurieudieuf és la rumba de colors"
"obert","somni-destiu","Avui a la platja es despullen
Roques i peixos de tots colors
La mar es d'un blau transparent
La sorra fina i el sol calent
Mirant al far de Barbaria
Les salamandres i les gavines
Ens acompanyen a tu i jo
No tinguis por, no tinguis por
Per viure un somni d'estiu
No pensis gaire sent el caliu
Des de La Mola fins es caló
La rumba sona per tot el món
La rumba sona per tot el món
Des de la costa fins a migjorn
Capbussat nena no tinguis por
Perquè aquest somni serà millor
Serà millor, serà millor
El nostre somni no tinguis por
Serà millor, serà millor
Quan nedem tot solets tu i jo
Capvespres tendres vora la mar
Les pedres dansen amunt i avall
El sol es baix es va ponent
Em sento lliure visc el present
Pressento que en aquesta nit
La lluna s'omple amb delit
Amb els teus ulls ben
adormits
És la recança del que he sentit
La rumba sona per tot el món
Des de la costa fins a migjorn
Capbussat nena no tinguis por
Perquè aquest somni serà millor
Serà millor, serà millor
El nostre somni no tinguis por
Serà millor, serà millor
Si la guitarra sona amb amor
Serà millor,serà millor
El nostre somni no tinguis por
Serà millor, serà millor
Si la guitarra sona amb amor
Serà millor serà millor....
El nostre somni no tinguis por
Serà millor serà millor....
Si la guitarra sona amb amor
Serà millor serà millor....
Sona, sona-la per favor
Serà millor serà millor....
Al meu costat tot serà millor
Serà millor serà millor....
Toca la guitarra, canta una cançó
Serà millor serà millor....
Ay que serà, que serà, que serà
Serà millor serà millor....
Prenent el sol s'agafa color
Serà millor serà millor....
La lluna plena m'omple d'amor
Serà millor
Oye, oye como no
Serà millor
Serà serà serà
Serà millor
Mira nena será mejor
Serà millor
It will be better
forever you and mi toghether
Serà millor, serà millor"
"obert","welcome-to-barcelona","Desperta la llum a la ciutat
El dia comença
Una dutxa I un cafè.
Obro la finestra i respiro un cop més
el matí als teus carrers.
Welcome to Barcelona
Mira que ets bonica
I què guapa que et poses
Welcome to Barcelona,
I al matí els teus carrers
desperten secrets, Barcelona
Quan la tarda arribi passejant
La teva ombra serà una escultura
I et confondràs amb tota la bellesa d'aquesta ciutat
Bressol de mil viatges que hi han arribat
I quan te'n vagis
Maleta, colors, records i cançons
Enyoraràs els meus racons
Que un dia van ser dels dos
Pell de primavera
Foguera de sant Joan que espera
Torna, senzillament,
Perquè no et calgui mirar enrere"
"salsa-rumbesco","colorets","Avui fa un dia bonic
D'un blau com els ulls del mar
Un marc d'estels de colors
On la gent no té por
L'alegria ens omple el cor
Quina pell es la millor
D'una gent que no fa mal
Passejant carrer a vall
Hi ha qui munta a cavall
Hi ha qui parla de dolor
Es el mal que m'entra a mi
Veure que no es divertit
Com ningú comprèn ningú
Diversitat es il·lusió
En un país que no té nom
Si vens del sud em dones calor, calor calor
Aquesta rumba es de colors, colors colors
Si vens del Nord pensaries millor, que no que no
La rumba porta mil colors, colors colors
No posis cap frontera això no és bo, al horitzó al horitzó
Veig aquesta rumba de colors i jo la canto per tot el mon!
Salam aleikum, Nanga def és la rumba de colors
Namaste, shukram dieurieudieuf és la rumba de colors
Eo eo eo eoah! Eo eo eo eoahhh!"
"salsa-rumbesco","corason","Ai doctor quin mal fa
Quan el cor no va al meu ritme
Ai doctor curi'm ja
No crec que ho pugui suportar
Des de ben petit que estic fotut
Tinc el cor espremut
El múscul no em bombeja
I la sang se m'ha eixut
El metge m'enterrà fa temps
'Arítmia al cor és el que tens
Cafè tabac alcohol i estrès
T'han fet que el cor et fallés'
Però en un concert de 9Son, de 9Son, de 9Son
La Rumba em va arribar al cor
La Salsa que allí sonava
Em féu fugir de la mort
Així jo ja m'he guarit
I el metge acollonit
'potser que en comptes d'aspirines
Recepti 9Son tots els dies'
9Son i el teu cor funciona amb màxima energia
9Son i la vida es només plena d'alegria."
"salsa-rumbesco","le-taxi","Ay que si para no voy a subir
Yo dejo nunca de sonreir
Estamos 5 parece que no sea posible
En este taxi la vida fácil no es
Si te apretujas seguro que caben 6
3 a delante, 'and the driver' conduce bien
People's walking along the rue
Cest pais possible le taxi today is full
You'll never get off it without a breath
Je ne suis pais un artist de cabarett
Ay que si para no voy a subir
No dejo nunca de sonreir.
Camina que te cansarás
De las bocinas que vas a escuchar
I'm gonna take this way, je suis on marxè.
Ces't le taxi collectiv
per tu i per mi
Les finestres no es poden baixar,
i les portes no es poden tancar,
les butaques son de fa dècades,
and the driver et mira i no et fa cas.
taxi!!
Ay que si no para no voy a subir
No dejo nunca  de sonreir"
